4,D24,-,262728,
4,E01,-,342825,
4,E02,-,260016,
4,E03,-,266001,
4,E04,-,272012,
4,E05,-,225047,
4,E06,-,160352,
4,E07,-,232038,
4,E08,-,257745,
4,E09,-,219937,
4,E10,-,227860,
4,E11,-,230124,
4,E12,-,292564,
4,E13,-,225432,
4,E14,-,210579,
4,E15,-,158642,
4,E16,-,157427,
4,E17,-,159745,
4,E18,-,208701,
4,E19,-,186201,
4,E20,-,225824,
4,E21,-,219389,
4,E22,-,222283,
4,E23,-,281329,
4,E24,-,468516,
4,F01,-,207880,
4,F02,-,233550,
4,F03,-,351614,
4,F04,-,198217,
4,F05,-,185264,
4,F06,-,242210,
4,F07,-,170622,
4,F08,-,161350,
4,F09,-,53118,
4,F10,-,79167,
4,F11,-,269599,
4,F12,-,183682,
4,F13,-,182047,
4,F14,-,40086,
4,F15,-,188741,
4,F16,-,171009,
4,F17,-,193261,
4,F18,-,167283,
4,F19,-,204509,
4,F20,-,134010,
4,F21,-,241150,
4,F22,-,73711,
4,F23,-,353356,
4,F24,-,381975,
4,G01,-,352609,
4,G02,-,252122,
4,G03,-,201470,
4,G04,-,170768,
4,G05,-,161766,
4,G06,-,130720,
4,G07,-,176847,
4,G08,-,154903,
4,G09,-,175913,
4,G10,-,158119,
4,G11,-,213358,
4,G12,-,166179,
4,G13,-,197822,
4,G14,-,137582,
4,G15,-,143734,
4,G16,-,184368,
4,G17,-,162504,
4,G18,-,140607,
4,G19,-,118480,
4,G20,-,181645,
4,G21,-,196924,
4,G22,-,175578,
4,G23,-,254029,
4,G24,-,252426,
4,H01,-,226810,
4,H02,-,68882,
4,H03,-,186539,
4,H04,-,154509,
4,H05,-,108337,
4,H06,-,135345,
4,H07,-,88150,
4,H08,-,178239,
4,H09,-,108402,
4,H10,-,151234,
4,H11,-,117526,
4,H12,-,199547,
4,H13,-,65730,
4,H14,-,72712,
4,H15,-,142896,
4,H16,-,76419,
4,H17,-,113493,
4,H18,-,137562,
4,H19,-,102153,
4,H20,-,118913,
4,H21,-,65911,
4,H22,-,68476,
4,H23,-,72927,
4,H24,-,177468,
4,I01,-,329362,
4,I02,-,319139,
4,I03,-,280631,
4,I04,-,224141,
4,I05,-,238274,
4,I06,-,157068,
4,I07,-,255582,
4,I08,-,331314,
4,I09,-,248726,
4,I10,-,301009,
4,I11,-,259023,
4,I12,-,259660,
4,I13,-,274465,
4,I14,-,215006,
4,I15,-,305764,
4,I16,-,199377,
4,I17,-,244397,
4,I18,-,263044,
4,I19,-,161482,
4,I20,-,210798,
4,I21,-,242298,
4,I22,-,225247,
4,I23,-,211474,
4,I24,-,365110,
4,J01,-,122734,
4,J02,-,227578,
4,J03,-,277967,
4,J04,-,257157,
4,J05,-,160972,
4,J06,-,244531,
4,J07,-,218621,
4,J08,-,99981,
4,J09,-,139690,
4,J10,-,186078,
4,J11,-,246126,
4,J12,-,287550,
4,J13,-,125006,
4,J14,-,258970,
4,J15,-,349295,
4,J16,-,194983,
4,J17,-,168115,
4,J18,-,167241,
4,J19,-,186109,
4,J20,-,163944,
4,J21,-,122991,
4,J22,-,91439,
4,J23,-,104005,
4,J24,-,138085,
4,K01,-,309738,
4,K02,-,245837,
4,K03,-,198531,
4,K04,-,204954,
4,K05,-,186385,
4,K06,-,159642,
4,K07,-,210174,
4,K08,-,212516,
4,K09,-,183397,
4,K10,-,168303,
4,K11,-,192662,
4,K12,-,189886,
4,K13,-,218535,
4,K14,-,217239,
4,K15,-,227322,
4,K16,-,236080,
4,K17,-,221860,
4,K18,-,237248,
4,K19,-,220748,
4,K20,-,156183,
4,K21,-,180990,
4,K22,-,197890,
4,K23,-,257916,
4,K24,-,432298,
4,L01,-,205568,
4,L02,-,60276,
4,L03,-,227681,
4,L04,-,146690,
4,L05,-,138972,
4,L06,-,172421,
4,L07,-,158244,
4,L08,-,139901,
4,L09,-,164904,
4,L10,-,162983,
4,L11,-,58070,
4,L12,-,169876,
4,L13,-,39340,
4,L14,-,88712,
4,L15,-,154668,
4,L16,-,67490,
4,L17,-,165599,
4,L18,-,138371,
4,L19,-,148363,
4,L20,-,113052,
4,L21,-,103865,
4,L22,-,94269,
4,L23,-,65371,
4,L24,-,180375,
4,M01,-,366653,
4,M02,-,205568,
4,M03,-,254707,
4,M04,-,195098,
4,M05,-,194710,
4,M06,-,191806,
4,M07,-,229404,
4,M08,-,184340,
4,M09,-,261721,
4,M10,-,152308,
4,M11,-,304890,
4,M12,-,270906,
4,M13,-,232139,
4,M14,-,206242,
4,M15,-,244275,
4,M16,-,159497,
4,M17,-,207031,
4,M18,-,231204,
4,M19,-,212156,
4,M20,-,177299,
4,M21,-,234560,
4,M22,-,227834,
4,M23,-,260998,
4,M24,-,408654,
4,N01,-,388473,
4,N02,-,203053,
4,N03,-,203241,
4,N04,-,192438,
4,N05,-,133410,
4,N06,-,216154,
4,N07,-,221084,
4,N08,-,189178,
4,N09,-,182625,
4,N10,-,160118,
4,N11,-,214198,
4,N12,-,236711,
4,N13,-,172796,
4,N14,-,235081,
4,N15,-,116423,
4,N16,-,139324,
4,N17,-,111162,
4,N18,-,41371,
4,N19,-,120666,
4,N20,-,132873,
4,N21,-,163421,
4,N22,-,49759,
4,N23,-,257091,
4,N24,-,282770,
4,O01,-,368500,
4,O02,-,315368,
4,O03,-,264971,
4,O04,-,234819,
4,O05,-,276782,
4,O06,-,223413,
4,O07,-,260835,
4,O08,-,255998,
4,O09,-,198858,
4,O10,-,270588,
4,O11,-,256743,
4,O12,-,320796,
4,O13,-,276087,
4,O14,-,239884,
4,O15,-,252978,
4,O16,-,221606,
4,O17,-,255725,
4,O18,-,229081,
4,O19,-,267981,
4,O20,-,201798,
4,O21,-,250898,
4,O22,-,294776,
4,O23,-,349621,
4,O24,-,379943,
4,P01,-,373187,
4,P02,-,393144,
4,P03,-,241034,
4,P04,-,306401,
4,P05,-,324555,
4,P06,-,219349,
4,P07,-,338458,
4,P08,-,295331,
4,P09,-,207927,
4,P10,-,249158,
4,P11,-,343625,
4,P12,-,285734,
4,P13,-,263797,
4,P14,-,156118,
4,P15,-,238258,
4,P16,-,238448,
4,P17,-,276357,
4,P18,-,237606,
4,P19,-,343734,
4,P20,-,313151,
4,P21,-,320278,
4,P22,-,318896,
4,P23,-,351141,
4,P24,-,359628,

,,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Sample,Signal,
5,A01,-,362772,
5,A02,-,365990,
5,A03,-,385668,
5,A04,-,307299,
5,A05,-,408254,
5,A06,-,340617,
5,A07,-,408316,
5,A08,-,347375,
5,A09,-,360029,
5,A10,-,451371,
5,A11,-,456677,
5,A12,-,308498,
5,A13,-,454151,
5,A14,-,385108,
5,A15,-,573185,
5,A16,-,333546,
5,A17,-,415934,
5,A18,-,366212,
5,A19,-,618980,
5,A20,-,399727,
5,A21,-,520470,
5,A22,-,381551,
5,A23,-,617749,
5,A24,-,427973,
5,B01,-,401020,
5,B02,-,220002,
5,B03,-,356430,
5,B04,-,233022,
5,B05,-,244189,
5,B06,-,225654,
5,B07,-,255800,
5,B08,-,252290,
5,B09,-,243045,
5,B10,-,160240,
5,B11,-,221415,
5,B12,-,173407,
5,B13,-,222510,
5,B14,-,182791,
5,B15,-,228922,
5,B16,-,212529,
5,B17,-,299158,
5,B18,-,173757,
5,B19,-,211011,
5,B20,-,183642,
5,B21,-,217276,
5,B22,-,254259,
5,B23,-,322779,
5,B24,-,473002,
5,C01,-,473142,
5,C02,-,205169,
5,C03,-,204075,
5,C04,-,170467,
5,C05,-,185105,
5,C06,-,149152,
5,C07,-,181789,
5,C08,-,139309,
5,C09,-,162371,
5,C10,-,206735,
5,C11,-,170669,
5,C12,-,201687,
5,C13,-,171554,
5,C14,-,137548,
5,C15,-,227915,
5,C16,-,163759,
5,C17,-,192410,
5,C18,-,149095,
5,C19,-,176383,
5,C20,-,204444,
5,C21,-,177247,
5,C22,-,165026,
5,C23,-,275356,
5,C24,-,522719,
5,D01,-,374238,
5,D02,-,221525,
5,D03,-,255872,
5,D04,-,214095,
5,D05,-,213250,
5,D06,-,172835,
5,D07,-,209470,
5,D08,-,176705,
5,D09,-,178483,
5,D10,-,147641,
5,D11,-,165728,
5,D12,-,131590,
5,D13,-,165796,
5,D14,-,128176,
5,D15,-,187906,
5,D16,-,135547,
5,D17,-,280188,
5,D18,-,133485,
5,D19,-,174243,
5,D20,-,143438,
5,D21,-,167189,
5,D22,-,173423,
5,D23,-,215264,
5,D24,-,426859,
5,E01,-,245693,
5,E02,-,119267,
5,E03,-,143927,
5,E04,-,155811,
5,E05,-,170269,
5,E06,-,145816,
5,E07,-,160429,
5,E08,-,174355,
5,E09,-,188680,
5,E10,-,199614,
5,E11,-,152901,
5,E12,-,164454,
5,E13,-,190353,
5,E14,-,177860,
5,E15,-,248518,
5,E16,-,164750,
5,E17,-,169811,
5,E18,-,150178,
5,E19,-,153544,
5,E20,-,229653,
5,E21,-,153421,
5,E22,-,173064,
5,E23,-,210997,
5,E24,-,543678,
5,F01,-,230360,
5,F02,-,128410,
5,F03,-,216134,
5,F04,-,120502,
5,F05,-,271147,
5,F06,-,161149,
5,F07,-,478429,
5,F08,-,215633,
5,F09,-,186606,
5,F10,-,161639,
5,F11,-,208579,
5,F12,-,136047,
5,F13,-,175005,
5,F14,-,161366,
5,F15,-,204875,
5,F16,-,169344,
5,F17,-,221342,
5,F18,-,144905,
5,F19,-,192198,
5,F20,-,129582,
5,F21,-,166625,
5,F22,-,208084,
5,F23,-,314230,
5,F24,-,478699,
5,G01,-,357456,
5,G02,-,146588,
5,G03,-,164620,
5,G04,-,126105,
5,G05,-,153841,
5,G06,-,136586,
5,G07,-,137431,
5,G08,-,124701,
5,G09,-,164130,
5,G10,-,147136,
5,G11,-,153289,
5,G12,-,116882,
5,G13,-,197724,
5,G14,-,145503,
5,G15,-,201952,
5,G16,-,129228,
5,G17,-,157964,
5,G18,-,123852,
5,G19,-,144180,
5,G20,-,172847,
5,G21,-,127953,
5,G22,-,131722,
5,G23,-,189927,
5,G24,-,392507,
5,H01,-,254417,
5,H02,-,210541,
5,H03,-,222582,
5,H04,-,174784,
5,H05,-,200802,
5,H06,-,181401,
5,H07,-,236803,
5,H08,-,191504,
5,H09,-,148437,
5,H10,-,142494,
5,H11,-,169520,
5,H12,-,124435,
5,H13,-,141877,
5,H14,-,129380,
5,H15,-,164712,
5,H16,-,143554,
5,H17,-,179343,
5,H18,-,146135,
5,H19,-,149894,
5,H20,-,128708,
5,H21,-,170760,
5,H22,-,178145,
5,H23,-,256069,
5,H24,-,414491,
5,I01,-,491563,
5,I02,-,223316,
5,I03,-,270153,
5,I04,-,241034,
5,I05,-,194323,
5,I06,-,167856,
5,I07,-,190985,
5,I08,-,164337,
5,I09,-,223308,
5,I10,-,250334,
5,I11,-,266682,
5,I12,-,177953,
5,I13,-,211033,
5,I14,-,208035,
5,I15,-,224769,
5,I16,-,211540,
5,I17,-,211339,
5,I18,-,224653,
5,I19,-,241425,
5,I20,-,236522,
5,I21,-,212479,
5,I22,-,173609,
5,I23,-,209352,
5,I24,-,427037,
5,J01,-,398551,
5,J02,-,317029,
5,J03,-,199154,
5,J04,-,205748,
5,J05,-,243135,
5,J06,-,184356,
5,J07,-,241066,
5,J08,-,207141,
5,J09,-,268969,
5,J10,-,248332,
5,J11,-,310323,
5,J12,-,219783,
5,J13,-,228265,
5,J14,-,178423,
5,J15,-,373358,
5,J16,-,221737,
5,J17,-,259466,
5,J18,-,226373,
5,J19,-,200348,
5,J20,-,179865,
5,J21,-,224737,
5,J22,-,220142,
5,J23,-,311868,
5,J24,-,405252,
5,K01,-,265867,
5,K02,-,199050,
5,K03,-,165848,
5,K04,-,157342,
5,K05,-,200389,
5,K06,-,155165,
5,K07,-,187567,
5,K08,-,154381,
5,K09,-,171146,
5,K10,-,214408,
5,K11,-,166476,
5,K12,-,136405,
5,K13,-,237882,
5,K14,-,190766,
5,K15,-,221952,
5,K16,-,209604,
5,K17,-,195450,
5,K18,-,205394,
5,K19,-,155930,
5,K20,-,197444,
5,K21,-,199190,
5,K22,-,151188,
5,K23,-,202044,
5,K24,-,382529,
5,L01,-,298899,
5,L02,-,200535,
5,L03,-,192415,
5,L04,-,113551,
5,L05,-,227447,
5,L06,-,183779,
5,L07,-,266420,
5,L08,-,191920,
5,L09,-,209488,
5,L10,-,187106,
5,L11,-,246567,
5,L12,-,199541,
5,L13,-,183331,
5,L14,-,186984,
5,L15,-,181189,
5,L16,-,168034,
5,L17,-,222148,
5,L18,-,209414,
5,L19,-,169965,
5,L20,-,149630,
5,L21,-,226381,
5,L22,-,168835,
5,L23,-,263893,
5,L24,-,404269,
5,M01,-,468430,
5,M02,-,276331,
5,M03,-,185253,
5,M04,-,143759,
5,M05,-,296560,
5,M06,-,156758,
5,M07,-,175820,
5,M08,-,141893,
5,M09,-,166192,
5,M10,-,217255,
5,M11,-,163207,
5,M12,-,148694,
5,M13,-,243424,
5,M14,-,213967,
5,M15,-,215083,
5,M16,-,194716,
5,M17,-,224572,
5,M18,-,227781,
5,M19,-,235870,
5,M20,-,184153,
5,M21,-,234888,
5,M22,-,145812,
5,M23,-,279722,
5,M24,-,393979,
5,N01,-,369284,
5,N02,-,170895,
5,N03,-,233154,
5,N04,-,156852,
5,N05,-,190034,
5,N06,-,165719,
5,N07,-,245655,
5,N08,-,196333,
5,N09,-,214562,
5,N10,-,190688,
5,N11,-,228681,
5,N12,-,245173,
5,N13,-,165844,
5,N14,-,138803,
5,N15,-,190322,
5,N16,-,193780,
5,N17,-,220681,
5,N18,-,206036,
5,N19,-,203450,
5,N20,-,186303,
5,N21,-,217244,
5,N22,-,184656,
5,N23,-,334567,
5,N24,-,504580,
5,O01,-,289361,
5,O02,-,251184,
5,O03,-,203304,
5,O04,-,165557,
5,O05,-,195075,
5,O06,-,172439,
5,O07,-,229241,
5,O08,-,205484,
5,O09,-,168390,
5,O10,-,275175,
5,O11,-,227850,
5,O12,-,178639,
5,O13,-,240165,
5,O14,-,213879,
5,O15,-,251626,
5,O16,-,271072,
5,O17,-,236791,
5,O18,-,268669,
5,O19,-,306545,
5,O20,-,223133,
5,O21,-,305821,
5,O22,-,195588,
5,O23,-,394852,
5,O24,-,555111,
5,P01,-,491725,
5,P02,-,358772,
5,P03,-,383229,
5,P04,-,387927,
5,P05,-,350019,
5,P06,-,317015,
5,P07,-,434268,
5,P08,-,350772,
5,P09,-,339984,
5,P10,-,337380,
5,P11,-,411334,
5,P12,-,414953,
5,P13,-,339816,
5,P14,-,253472,
5,P15,-,298457,
5,P16,-,354082,
5,P17,-,369622,
5,P18,-,312127,
5,P19,-,396941,
5,P20,-,370883,
5,P21,-,396521,
5,P22,-,417872,
5,P23,-,513124,
5,P24,-,458222,

Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,,14.68,24.9,24.92,26.6,26.7,24.8,25.02,4/18/2022 2:31:46 PM,
2,1,,14.68,25,25,26.4,26.2,25.1,25.1,4/18/2022 2:32:59 PM,
3,1,,14.68,25,25,26.4,26.6,24.9,25.1,4/18/2022 2:34:07 PM,
4,1,,14.68,25,25.1,26.4,26.6,24.9,25.1,4/18/2022 2:35:16 PM,
5,1,,14.68,25.1,25.12,26.2,26.2,25.1,25.02,4/18/2022 2:36:25 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1128,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1391,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1441,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1438,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1481,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),


Basic assay information 
Assay ID: ,,,,23098
Assay Started: ,,,,4/18/2022 2:31:02 PM
Assay Finished: ,,,,4/18/2022 2:36:42 PM
Assay Exported: ,,,,4/18/2022 4:15:41 PM
Protocol ID: ,,,,100177
Protocol Name: ,,,,TRF-384 Alamar blue+BS+nbw
Serial#: ,,,,="1020141"



Protocol information
Protocol:
Protocol name,,,,TRF-384 Alamar blue+BS+nbw
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,Jaffe 384 General
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14.35 mm

Coordinates of corners:
Jaffe 384 General
12.13 mm x------------------------------------------------------ x 115.63 mm
8.99 mm                                                            8.99 mm

12.13 mm x------------------------------------------------------ x 115.63 mm
76.49 mm                                                           76.49 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
I,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
J,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
K,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
L,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
M,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
N,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
O,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
P,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate2
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,Yes
Place plate information at,,,,End of plate
Include protocol information,,,,Yes
Protocol info level,,,,Large
Include error and warning information,,,,Yes
Include background information,,,,Yes
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,new alamar blue(1)

Labels:
new alamar blue,,,,4000013
Top mirror,,,,General
Bottom mirror,,,,N/A
Exc. filter,,,,Photometric 530
Using of excitation filter,,,,Top
2nd exc. filter,,,,N/A
Using of 2nd excitation filter,,,,Top
Ems. filter,,,,Photometric 590
2nd ems. filter,,,,N/A
Measurement height,,,,6.5 mm
Number of flashes,,,,1
Number of flashes integrated,,,,1
PMT gain,,,,1
Excitation light,,,,0%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,256388
Last edited,,,,10/13/2006 11:04:00 AM
Last edited by,,,,EnVision
Factory preset,,,,No

Filters:
Photometric 530,,,,310
Filter type,,,,Excitation
Description,,,,P530 CWL=530nm BW=8nm Tmin=55%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Photometric 590,,,,314
Filter type,,,,Excitation
Description,,,,P590 CWL=590nm BW=8nm Tmin=40%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceAbsorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Mirror modules:
General,,,,401
Used by,,,,Top
Dual,,,,No
Bias,,,,No
Description,,,,BS50
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1020141
Nickname,,,,EnVision




Assay notifications:
INFO: Assay aborted at plate 5  plate repeat 1 and well P01. There may be missing results



Exported with EnVision Workstation version 1.13.3009.1409
