,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
4,P10,696280,
4,P11,690518,
4,P12,687907,
4,P13,685288,
4,P14,687894,
4,P15,682664,
4,P16,687376,
4,P17,684756,
4,P18,689994,
4,P19,685813,
4,P20,697841,
4,P21,688956,
4,P22,682142,
4,P23,695229,
4,P24,683714,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
5,A01,688965,
5,A02,690541,
5,A03,679549,
5,A04,672215,
5,A05,691066,
5,A06,687396,
5,A07,683745,
5,A08,684255,
5,A09,690013,
5,A10,673788,
5,A11,700488,
5,A12,693161,
5,A13,688436,
5,A14,686345,
5,A15,692113,
5,A16,691059,
5,A17,698391,
5,A18,693156,
5,A19,681113,
5,A20,677968,
5,A21,684778,
5,A22,689496,
5,A23,682163,
5,A24,691585,
5,B01,691064,
5,B02,632296,
5,B03,686345,
5,B04,479901,
5,B05,682004,
5,B06,440025,
5,B07,343064,
5,B08,646471,
5,B09,656563,
5,B10,603354,
5,B11,397519,
5,B12,344777,
5,B13,683732,
5,B14,684258,
5,B15,436766,
5,B16,606200,
5,B17,687915,
5,B18,511449,
5,B19,685295,
5,B20,684253,
5,B21,680594,
5,B22,683361,
5,B23,679019,
5,B24,675356,
5,C01,682684,
5,C02,618488,
5,C03,309702,
5,C04,305883,
5,C05,572483,
5,C06,645889,
5,C07,588565,
5,C08,529357,
5,C09,402853,
5,C10,223077,
5,C11,301944,
5,C12,608003,
5,C13,592389,
5,C14,468320,
5,C15,383445,
5,C16,371889,
5,C17,520948,
5,C18,447259,
5,C19,647894,
5,C20,454807,
5,C21,636366,
5,C22,602072,
5,C23,684138,
5,C24,685821,
5,D01,603321,
5,D02,416908,
5,D03,570548,
5,D04,424075,
5,D05,459542,
5,D06,459130,
5,D07,335391,
5,D08,226607,
5,D09,352538,
5,D10,342954,
5,D11,521953,
5,D12,287736,
5,D13,374321,
5,D14,417827,
5,D15,458943,
5,D16,159072,
5,D17,436563,
5,D18,355757,
5,D19,363517,
5,D20,459538,
5,D21,240139,
5,D22,293859,
5,D23,634356,
5,D24,690541,
5,E01,681641,
5,E02,692507,
5,E03,270110,
5,E04,200008,
5,E05,395867,
5,E06,410218,
5,E07,468182,
5,E08,524055,
5,E09,381187,
5,E10,320920,
5,E11,225277,
5,E12,560520,
5,E13,391349,
5,E14,473736,
5,E15,310374,
5,E16,300999,
5,E17,344426,
5,E18,336909,
5,E19,257060,
5,E20,510198,
5,E21,395554,
5,E22,384957,
5,E23,679547,
5,E24,684789,
5,F01,644365,
5,F02,418873,
5,F03,541192,
5,F04,311386,
5,F05,366871,
5,F06,368635,
5,F07,440339,
5,F08,371970,
5,F09,212511,
5,F10,353911,
5,F11,481019,
5,F12,427498,
5,F13,402126,
5,F14,217743,
5,F15,383664,
5,F16,414131,
5,F17,363101,
5,F18,323634,
5,F19,329353,
5,F20,259387,
5,F21,303463,
5,F22,527092,
5,F23,695257,
5,F24,687922,
5,G01,685820,
5,G02,617375,
5,G03,274109,
5,G04,246939,
5,G05,327340,
5,G06,356901,
5,G07,327860,
5,G08,408225,
5,G09,359928,
5,G10,219767,
5,G11,182164,
5,G12,377094,
5,G13,323181,
5,G14,327491,
5,G15,275548,
5,G16,320893,
5,G17,268713,
5,G18,261977,
5,G19,260471,
5,G20,272088,
5,G21,277631,
5,G22,404130,
5,G23,617111,
5,G24,695253,
5,H01,596259,
5,H02,96877,
5,H03,559238,
5,H04,385527,
5,H05,436080,
5,H06,236723,
5,H07,277099,
5,H08,299806,
5,H09,269653,
5,H10,355501,
5,H11,362596,
5,H12,330503,
5,H13,367244,
5,H14,218235,
5,H15,245602,
5,H16,218287,
5,H17,296781,
5,H18,454484,
5,H19,277249,
5,H20,323645,
5,H21,358724,
5,H22,577865,
5,H23,559096,
5,H24,662942,
5,I01,696302,
5,I02,511663,
5,I03,240962,
5,I04,335081,
5,I05,298721,
5,I06,341338,
5,I07,250374,
5,I08,300435,
5,I09,262623,
5,I10,214260,
5,I11,190687,
5,I12,300673,
5,I13,304303,
5,I14,311749,
5,I15,320948,
5,I16,270170,
5,I17,267119,
5,I18,252978,
5,I19,241086,
5,I20,278492,
5,I21,270839,
5,I22,378549,
5,I23,378421,
5,I24,682160,
5,J01,135020,
5,J02,425756,
5,J03,471421,
5,J04,336704,
5,J05,414515,
5,J06,322389,
5,J07,318534,
5,J08,154562,
5,J09,189665,
5,J10,301193,
5,J11,284241,
5,J12,314400,
5,J13,274232,
5,J14,310845,
5,J15,344628,
5,J16,340396,
5,J17,271738,
5,J18,213676,
5,J19,283931,
5,J20,257183,
5,J21,198482,
5,J22,304829,
5,J23,407799,
5,J24,452378,
5,K01,690536,
5,K02,679885,
5,K03,316245,
5,K04,251308,
5,K05,572644,
5,K06,318641,
5,K07,520705,
5,K08,329655,
5,K09,469335,
5,K10,226955,
5,K11,257730,
5,K12,338771,
5,K13,314575,
5,K14,364455,
5,K15,388662,
5,K16,381732,
5,K17,358481,
5,K18,418663,
5,K19,541515,
5,K20,324087,
5,K21,475165,
5,K22,435299,
5,K23,584736,
5,K24,682689,
5,L01,672760,
5,L02,130015,
5,L03,529931,
5,L04,359785,
5,L05,540271,
5,L06,314105,
5,L07,483615,
5,L08,397435,
5,L09,411203,
5,L10,332780,
5,L11,198304,
5,L12,385980,
5,L13,37986,
5,L14,147224,
5,L15,447970,
5,L16,298100,
5,L17,370407,
5,L18,323912,
5,L19,310460,
5,L20,485777,
5,L21,361572,
5,L22,544239,
5,L23,440853,
5,L24,681115,
5,M01,689492,
5,M02,563930,
5,M03,181559,
5,M04,198858,
5,M05,455698,
5,M06,297688,
5,M07,337752,
5,M08,328526,
5,M09,290044,
5,M10,213148,
5,M11,225655,
5,M12,339390,
5,M13,278527,
5,M14,333204,
5,M15,385445,
5,M16,353867,
5,M17,269122,
5,M18,381894,
5,M19,273490,
5,M20,354059,
5,M21,364705,
5,M22,325424,
5,M23,616773,
5,M24,684783,
5,N01,676469,
5,N02,589766,
5,N03,421991,
5,N04,525511,
5,N05,416211,
5,N06,360914,
5,N07,467990,
5,N08,459656,
5,N09,349256,
5,N10,369939,
5,N11,389692,
5,N12,447376,
5,N13,324859,
5,N14,422858,
5,N15,352548,
5,N16,321147,
5,N17,313639,
5,N18,67984,
5,N19,388819,
5,N20,273780,
5,N21,499572,
5,N22,390263,
5,N23,675877,
5,N24,696289,
5,O01,683732,
5,O02,685470,
5,O03,611054,
5,O04,562962,
5,O05,505330,
5,O06,545221,
5,O07,331317,
5,O08,588614,
5,O09,456864,
5,O10,560287,
5,O11,640792,
5,O12,662864,
5,O13,586003,
5,O14,411735,
5,O15,576094,
5,O16,677973,
5,O17,650290,
5,O18,588171,
5,O19,622637,
5,O20,559250,
5,O21,532887,
5,O22,595023,
5,O23,627782,
5,O24,683883,
5,P01,693148,
5,P02,695251,
5,P03,682163,
5,P04,682676,
5,P05,687400,
5,P06,686350,
5,P07,679015,
5,P08,634249,
5,P09,652909,
5,P10,687396,
5,P11,682166,
5,P12,667805,
5,P13,681634,
5,P14,685300,
5,P15,688976,
5,P16,693156,
5,P17,677755,
5,P18,688445,
5,P19,697868,
5,P20,690541,
5,P21,681641,
5,P22,691068,
5,P23,696825,
5,P24,686350,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
6,A01,682167,
6,A02,680590,
6,A03,681638,
6,A04,680599,
6,A05,688981,
6,A06,680074,
6,A07,679553,
6,A08,684790,
6,A09,688452,
6,A10,688449,
6,A11,689494,
6,A12,682166,
6,A13,676929,
6,A14,693152,
6,A15,687405,
6,A16,685833,
6,A17,694737,
6,A18,676216,
6,A19,681638,
6,A20,682692,
6,A21,690543,
6,A22,685308,
6,A23,687923,
6,A24,690549,
6,B01,639196,
6,B02,534017,
6,B03,687923,
6,B04,466538,
6,B05,597388,
6,B06,657512,
6,B07,513902,
6,B08,564958,
6,B09,501564,
6,B10,620444,
6,B11,329075,
6,B12,414453,
6,B13,659025,
6,B14,693694,
6,B15,494845,
6,B16,665808,
6,B17,580548,
6,B18,590040,
6,B19,553535,
6,B20,560097,
6,B21,682170,
6,B22,679018,
6,B23,674303,
6,B24,694212,
6,C01,670649,
6,C02,683739,
6,C03,402906,
6,C04,212456,
6,C05,390085,
6,C06,286533,
6,C07,535761,
6,C08,392638,
6,C09,384982,
6,C10,211732,
6,C11,205363,
6,C12,308413,
6,C13,440608,
6,C14,391822,
6,C15,643911,
6,C16,412177,
6,C17,308778,
6,C18,379119,
6,C19,370114,
6,C20,317080,
6,C21,343255,
6,C22,663189,
6,C23,666986,
6,C24,684789,
6,D01,676930,
6,D02,501523,
6,D03,416988,
6,D04,354476,
6,D05,271343,
6,D06,258108,
6,D07,350440,
6,D08,162155,
6,D09,315331,
6,D10,402126,
6,D11,402560,
6,D12,222701,
6,D13,401309,
6,D14,198845,
6,D15,283303,
6,D16,140683,
6,D17,273752,
6,D18,284522,
6,D19,266755,
6,D20,307903,
6,D21,163245,
6,D22,368891,
6,D23,684789,
6,D24,687402,
6,E01,686870,
6,E02,685826,
6,E03,202869,
6,E04,182003,
6,E05,246177,
6,E06,279768,
6,E07,250875,
6,E08,260445,
6,E09,219951,
6,E10,201109,
6,E11,180506,
6,E12,294715,
6,E13,252780,
6,E14,289632,
6,E15,236368,
6,E16,258823,
6,E17,249833,
6,E18,266388,
6,E19,271015,
6,E20,371156,
6,E21,277349,
6,E22,395310,
6,E23,620659,
6,E24,693165,
6,F01,687923,
6,F02,590914,
6,F03,301108,
6,F04,274803,
6,F05,270957,
6,F06,242435,
6,F07,273193,
6,F08,260639,
6,F09,101682,
6,F10,226231,
6,F11,304170,
6,F12,275651,
6,F13,287961,
6,F14,42713,
6,F15,295116,
6,F16,222875,
6,F17,260609,
6,F18,260852,
6,F19,326928,
6,F20,226707,
6,F21,239363,
6,F22,383464,
6,F23,663962,
6,F24,685303,
6,G01,697866,
6,G02,673230,
6,G03,161871,
6,G04,111581,
6,G05,234451,
6,G06,237005,
6,G07,245390,
6,G08,218288,
6,G09,222794,
6,G10,146689,
6,G11,145391,
6,G12,283628,
6,G13,251795,
6,G14,243468,
6,G15,270442,
6,G16,264415,
6,G17,258404,
6,G18,297868,
6,G19,235862,
6,G20,267008,
6,G21,346675,
6,G22,359580,
6,G23,625956,
6,G24,677460,
6,H01,614087,
6,H02,201821,
6,H03,238177,
6,H04,251853,
6,H05,252246,
6,H06,140159,
6,H07,201909,
6,H08,208046,
6,H09,231696,
6,H10,202511,
6,H11,251119,
6,H12,273408,
6,H13,231291,
6,H14,154109,
6,H15,222429,
6,H16,202549,
6,H17,277082,
6,H18,293623,
6,H19,280895,
6,H20,247385,
6,H21,265123,
6,H22,298660,
6,H23,366671,
6,H24,546112,
6,I01,683735,
6,I02,300507,
6,I03,149933,
6,I04,108134,
6,I05,209383,
6,I06,218135,
6,I07,218031,
6,I08,231551,
6,I09,246369,
6,I10,139118,
6,I11,133266,
6,I12,232695,
6,I13,240423,
6,I14,229310,
6,I15,224140,
6,I16,230597,
6,I17,232537,
6,I18,278413,
6,I19,212103,
6,I20,215703,
6,I21,254992,
6,I22,341486,
6,I23,546134,
6,I24,696831,
6,J01,135513,
6,J02,315112,
6,J03,327374,
6,J04,221232,
6,J05,213799,
6,J06,189722,
6,J07,213098,
6,J08,129465,
6,J09,173715,
6,J10,206602,
6,J11,243292,
6,J12,208254,
6,J13,261796,
6,J14,254508,
6,J15,279181,
6,J16,229644,
6,J17,261944,
6,J18,234668,
6,J19,250187,
6,J20,245537,
6,J21,177920,
6,J22,251427,
6,J23,262074,
6,J24,393367,
6,K01,695779,
6,K02,618927,
6,K03,251456,
6,K04,176528,
6,K05,260063,
6,K06,267501,
6,K07,258300,
6,K08,234886,
6,K09,242857,
6,K10,146096,
6,K11,163077,
6,K12,324676,
6,K13,247320,
6,K14,307252,
6,K15,286006,
6,K16,421767,
6,K17,290428,
6,K18,304941,
6,K19,284034,
6,K20,311144,
6,K21,280457,
6,K22,395156,
6,K23,597912,
6,K24,660108,
6,L01,619430,
6,L02,88943,
6,L03,322538,
6,L04,256814,
6,L05,218626,
6,L06,191122,
6,L07,227519,
6,L08,214750,
6,L09,292338,
6,L10,242674,
6,L11,132877,
6,L12,219659,
6,L13,37261,
6,L14,111621,
6,L15,328263,
6,L16,165790,
6,L17,605703,
6,L18,289494,
6,L19,295625,
6,L20,226254,
6,L21,208787,
6,L22,294777,
6,L23,311053,
6,L24,563615,
6,M01,679549,
6,M02,460522,
6,M03,192326,
6,M04,130684,
6,M05,239321,
6,M06,234623,
6,M07,222744,
6,M08,272834,
6,M09,229104,
6,M10,144198,
6,M11,175222,
6,M12,287519,
6,M13,270238,
6,M14,242819,
6,M15,257906,
6,M16,283418,
6,M17,238579,
6,M18,287769,
6,M19,242403,
6,M20,271011,
6,M21,349839,
6,M22,274117,
6,M23,283220,
6,M24,626788,
6,N01,701014,
6,N02,310647,
6,N03,284002,
6,N04,212128,
6,N05,275558,
6,N06,197838,
6,N07,272302,
6,N08,255385,
6,N09,240401,
6,N10,246506,
6,N11,250166,
6,N12,247404,
6,N13,338440,
6,N14,264412,
6,N15,273850,
6,N16,323761,
6,N17,316408,
6,N18,65260,
6,N19,388301,
6,N20,284097,
6,N21,268013,
6,N22,175410,
6,N23,410120,
6,N24,691059,
6,O01,670230,
6,O02,388041,
6,O03,373747,
6,O04,332917,
6,O05,368746,
6,O06,443170,
6,O07,337400,
6,O08,298299,
6,O09,288304,
6,O10,374245,
6,O11,569743,
6,O12,505862,
6,O13,551534,
6,O14,460045,
6,O15,537806,
6,O16,603824,
6,O17,460384,
6,O18,368728,
6,O19,272811,
6,O20,360156,
6,O21,310163,
6,O22,329013,
6,O23,513371,
6,O24,601405,
6,P01,688451,
6,P02,679108,
6,P03,595185,
6,P04,567317,
6,P05,660237,
6,P06,656121,
6,P07,692644,
6,P08,545177,
6,P09,668091,
6,P10,652472,
6,P11,688451,
6,P12,681641,
6,P13,665629,
6,P14,669218,
6,P15,700487,
6,P16,657362,
6,P17,687401,
6,P18,626058,
6,P19,695255,
6,P20,652541,
6,P21,689500,
6,P22,684781,
6,P23,682685,
6,P24,684785,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
7,A01,600825,
7,A02,626224,
7,A03,656175,
7,A04,634264,
7,A05,619823,
7,A06,589283,
7,A07,648813,
7,A08,659808,
7,A09,656614,
7,A10,646664,
7,A11,495441,
7,A12,598535,
7,A13,630792,
7,A14,618613,
7,A15,641603,
7,A16,679270,
7,A17,674186,
7,A18,668937,
7,A19,470611,
7,A20,608506,
7,A21,640599,
7,A22,452186,
7,A23,422293,
7,A24,537820,
7,B01,633022,
7,B02,473666,
7,B03,403216,
7,B04,283000,
7,B05,249661,
7,B06,197939,
7,B07,85369,
7,B08,265790,
7,B09,239724,
7,B10,287732,
7,B11,190004,
7,B12,164885,
7,B13,289250,
7,B14,284338,
7,B15,373785,
7,B16,308733,
7,B17,354350,
7,B18,626991,
7,B19,215284,
7,B20,400186,
7,B21,318563,
7,B22,287017,
7,B23,376395,
7,B24,519701,
7,C01,686219,
7,C02,271673,
7,C03,120576,
7,C04,54633,
7,C05,245416,
7,C06,254273,
7,C07,298854,
7,C08,235140,
7,C09,201465,
7,C10,130947,
7,C11,54136,
7,C12,248609,
7,C13,310227,
7,C14,236670,
7,C15,258572,
7,C16,285255,
7,C17,280823,
7,C18,228135,
7,C19,229808,
7,C20,285556,
7,C21,302369,
7,C22,283908,
7,C23,613360,
7,C24,685815,
7,D01,632668,
7,D02,420479,
7,D03,227432,
7,D04,254294,
7,D05,168296,
7,D06,150334,
7,D07,221884,
7,D08,65711,
7,D09,209895,
7,D10,292962,
7,D11,238194,
7,D12,169609,
7,D13,217675,
7,D14,173583,
7,D15,255391,
7,D16,78444,
7,D17,220720,
7,D18,241359,
7,D19,227049,
7,D20,172003,
7,D21,227035,
7,D22,312128,
7,D23,365178,
7,D24,458574,
7,E01,684334,
7,E02,305940,
7,E03,75894,
7,E04,50585,
7,E05,177568,
7,E06,194655,
7,E07,197511,
7,E08,217480,
7,E09,203505,
7,E10,95339,
7,E11,55044,
7,E12,235540,
7,E13,201109,
7,E14,279236,
7,E15,233115,
7,E16,245307,
7,E17,216579,
7,E18,215974,
7,E19,191999,
7,E20,250539,
7,E21,262923,
7,E22,219506,
7,E23,287122,
7,E24,607081,
7,F01,597962,
7,F02,265928,
7,F03,258726,
7,F04,171017,
7,F05,237840,
7,F06,208419,
7,F07,226927,
7,F08,204778,
7,F09,102207,
7,F10,127029,
7,F11,276845,
7,F12,198881,
7,F13,254368,
7,F14,39024,
7,F15,235929,
7,F16,188292,
7,F17,250243,
7,F18,254288,
7,F19,229762,
7,F20,210915,
7,F21,245900,
7,F22,195523,
7,F23,304814,
7,F24,450836,
7,G01,363501,
7,G02,269697,
7,G03,94760,
7,G04,52216,
7,G05,191196,
7,G06,204353,
7,G07,212208,
7,G08,213466,
7,G09,207152,
7,G10,93455,
7,G11,52572,
7,G12,246150,
7,G13,220154,
7,G14,288970,
7,G15,237679,
7,G16,213197,
7,G17,230714,
7,G18,222001,
7,G19,242364,
7,G20,239140,
7,G21,200199,
7,G22,284184,
7,G23,273801,
7,G24,501869,
7,H01,405477,
7,H02,116835,
7,H03,170457,
7,H04,181390,
7,H05,156192,
7,H06,172771,
7,H07,143792,
7,H08,187267,
7,H09,220416,
7,H10,210767,
7,H11,229919,
7,H12,236641,
7,H13,108069,
7,H14,110767,
7,H15,207230,
7,H16,135595,
7,H17,220297,
7,H18,235509,
7,H19,211425,
7,H20,226590,
7,H21,158187,
7,H22,294104,
7,H23,187041,
7,H24,435142,
7,I01,588704,
7,I02,228792,
7,I03,77539,
7,I04,49768,
7,I05,180071,
7,I06,224447,
7,I07,205997,
7,I08,212640,
7,I09,221889,
7,I10,105617,
7,I11,48897,
7,I12,232223,
7,I13,235025,
7,I14,288545,
7,I15,213597,
7,I16,248632,
7,I17,243879,
7,I18,226824,
7,I19,212711,
7,I20,212089,
7,I21,186740,
7,I22,228531,
7,I23,223554,
7,I24,673631,
7,J01,100224,
7,J02,202577,
7,J03,213742,
7,J04,184305,
7,J05,147826,
7,J06,183856,
7,J07,234965,
7,J08,101959,
7,J09,123437,
7,J10,184458,
7,J11,257176,
7,J12,202337,
7,J13,216166,
7,J14,229923,
7,J15,237575,
7,J16,211582,
7,J17,199743,
7,J18,217197,
7,J19,203634,
7,J20,202932,
7,J21,175360,
7,J22,204516,
7,J23,292353,
7,J24,236717,
7,K01,663576,
7,K02,383100,
7,K03,108425,
7,K04,51396,
7,K05,233925,
7,K06,246878,
7,K07,207981,
7,K08,353401,
7,K09,246139,
7,K10,115744,
7,K11,47357,
7,K12,257322,
7,K13,266890,
7,K14,213429,
7,K15,292557,
7,K16,254906,
7,K17,211971,
7,K18,275426,
7,K19,241058,
7,K20,221880,
7,K21,274972,
7,K22,254576,
7,K23,329276,
7,K24,463618,
7,L01,352754,
7,L02,88831,
7,L03,268635,
7,L04,218416,
7,L05,221040,
7,L06,269645,
7,L07,333092,
7,L08,206315,
7,L09,288919,
7,L10,221196,
7,L11,124426,
7,L12,290659,
7,L13,37019,
7,L14,106501,
7,L15,274211,
7,L16,151820,
7,L17,270890,
7,L18,258307,
7,L19,244049,
7,L20,264166,
7,L21,190111,
7,L22,328353,
7,L23,161668,
7,L24,358209,
7,M01,366849,
7,M02,241541,
7,M03,127106,
7,M04,44238,
7,M05,224844,
7,M06,223913,
7,M07,202823,
7,M08,227612,
7,M09,206665,
7,M10,99455,
7,M11,48784,
7,M12,214749,
7,M13,248167,
7,M14,205623,
7,M15,228477,
7,M16,275213,
7,M17,259149,
7,M18,253783,
7,M19,212701,
7,M20,276959,
7,M21,445041,
7,M22,326907,
7,M23,333448,
7,M24,662485,
7,N01,354436,
7,N02,339519,
7,N03,290494,
7,N04,295369,
7,N05,185413,
7,N06,252529,
7,N07,211837,
7,N08,263341,
7,N09,272986,
7,N10,234235,
7,N11,332189,
7,N12,164774,
7,N13,154297,
7,N14,214476,
7,N15,242208,
7,N16,332559,
7,N17,219162,
7,N18,38535,
7,N19,347278,
7,N20,201500,
7,N21,218929,
7,N22,205142,
7,N23,387437,
7,N24,687683,
7,O01,682149,
7,O02,595885,
7,O03,356999,
7,O04,447419,
7,O05,283410,
7,O06,327225,
7,O07,325753,
7,O08,368961,
7,O09,296381,
7,O10,362758,
7,O11,342174,
7,O12,328683,
7,O13,355667,
7,O14,365256,
7,O15,363851,
7,O16,334706,
7,O17,344604,
7,O18,363945,
7,O19,359947,
7,O20,668868,
7,O21,337038,
7,O22,333052,
7,O23,411862,
7,O24,590153,
7,P01,584502,
7,P02,383975,
7,P03,470777,
7,P04,341016,
7,P05,346306,
7,P06,392433,
7,P07,439108,
7,P08,607534,
7,P09,348032,
7,P10,389666,
7,P11,660907,
7,P12,521197,
7,P13,523774,
7,P14,276454,
7,P15,603336,
7,P16,415959,
7,P17,407025,
7,P18,659533,
7,P19,636794,
7,P20,649010,
7,P21,624990,
7,P22,639607,
7,P23,630016,
7,P24,620996,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
8,A01,674985,
8,A02,656332,
8,A03,659249,
8,A04,638085,
8,A05,645387,
8,A06,638707,
8,A07,603327,
8,A08,651079,
8,A09,639159,
8,A10,647111,
8,A11,602004,
8,A12,693611,
8,A13,660635,
8,A14,625063,
8,A15,668196,
8,A16,684786,
8,A17,683734,
8,A18,664810,
8,A19,680549,
8,A20,437177,
8,A21,649922,
8,A22,681113,
8,A23,663775,
8,A24,608196,
8,B01,654866,
8,B02,369107,
8,B03,273158,
8,B04,536968,
8,B05,316853,
8,B06,512291,
8,B07,88767,
8,B08,231937,
8,B09,278803,
8,B10,285453,
8,B11,234442,
8,B12,236229,
8,B13,545486,
8,B14,314331,
8,B15,278283,
8,B16,245033,
8,B17,320311,
8,B18,286464,
8,B19,265774,
8,B20,306301,
8,B21,412794,
8,B22,298641,
8,B23,482360,
8,B24,672496,
8,C01,449178,
8,C02,422999,
8,C03,150945,
8,C04,55713,
8,C05,222429,
8,C06,259337,
8,C07,253479,
8,C08,346155,
8,C09,231882,
8,C10,79676,
8,C11,56604,
8,C12,282371,
8,C13,257529,
8,C14,257071,
8,C15,229504,
8,C16,283674,
8,C17,311303,
8,C18,286271,
8,C19,263548,
8,C20,251380,
8,C21,214870,
8,C22,278086,
8,C23,296763,
8,C24,638192,
8,D01,628349,
8,D02,259355,
8,D03,255858,
8,D04,269482,
8,D05,170180,
8,D06,225988,
8,D07,215877,
8,D08,69556,
8,D09,251994,
8,D10,231730,
8,D11,237614,
8,D12,344516,
8,D13,293239,
8,D14,174800,
8,D15,255603,
8,D16,66473,
8,D17,191383,
8,D18,237292,
8,D19,233779,
8,D20,146083,
8,D21,310937,
8,D22,260809,
8,D23,284984,
8,D24,629302,
8,E01,654852,
8,E02,541850,
8,E03,94474,
8,E04,66765,
8,E05,257486,
8,E06,250213,
8,E07,231836,
8,E08,255185,
8,E09,204484,
8,E10,122092,
8,E11,52527,
8,E12,232061,
8,E13,207692,
8,E14,252742,
8,E15,233775,
8,E16,225521,
8,E17,203818,
8,E18,249412,
8,E19,200168,
8,E20,200244,
8,E21,265275,
8,E22,301106,
8,E23,289545,
8,E24,635450,
8,F01,640085,
8,F02,307201,
8,F03,313412,
8,F04,242899,
8,F05,322254,
8,F06,191488,
8,F07,298399,
8,F08,223281,
8,F09,102983,
8,F10,177971,
8,F11,309745,
8,F12,239999,
8,F13,268368,
8,F14,39542,
8,F15,233141,
8,F16,188515,
8,F17,256666,
8,F18,206708,
8,F19,224480,
8,F20,210610,
8,F21,236129,
8,F22,234882,
8,F23,479970,
8,F24,642769,
8,G01,421318,
8,G02,299707,
8,G03,91821,
8,G04,55418,
8,G05,207664,
8,G06,229185,
8,G07,207002,
8,G08,238465,
8,G09,237324,
8,G10,102117,
8,G11,52759,
8,G12,276801,
8,G13,276004,
8,G14,243455,
8,G15,244405,
8,G16,255722,
8,G17,226845,
8,G18,243774,
8,G19,227847,
8,G20,252754,
8,G21,225643,
8,G22,236063,
8,G23,285632,
8,G24,399413,
8,H01,431384,
8,H02,78516,
8,H03,211283,
8,H04,254555,
8,H05,229942,
8,H06,200259,
8,H07,189924,
8,H08,202626,
8,H09,226466,
8,H10,256318,
8,H11,231207,
8,H12,249322,
8,H13,130384,
8,H14,115285,
8,H15,237230,
8,H16,147088,
8,H17,231865,
8,H18,221004,
8,H19,231908,
8,H20,201168,
8,H21,172779,
8,H22,216646,
8,H23,207271,
8,H24,559580,
8,I01,340512,
8,I02,229917,
8,I03,81688,
8,I04,49632,
8,I05,218810,
8,I06,229211,
8,I07,229023,
8,I08,248084,
8,I09,224282,
8,I10,97130,
8,I11,51518,
8,I12,260960,
8,I13,269986,
8,I14,258248,
8,I15,260784,
8,I16,227447,
8,I17,223913,
8,I18,264313,
8,I19,212958,
8,I20,209672,
8,I21,216010,
8,I22,218178,
8,I23,297489,
8,I24,376167,
8,J01,176024,
8,J02,194884,
8,J03,248243,
8,J04,221666,
8,J05,184913,
8,J06,221999,
8,J07,221806,
8,J08,86808,
8,J09,180687,
8,J10,237579,
8,J11,236816,
8,J12,212234,
8,J13,210382,
8,J14,257350,
8,J15,265428,
8,J16,239683,
8,J17,239288,
8,J18,224865,
8,J19,216852,
8,J20,226877,
8,J21,190854,
8,J22,230762,
8,J23,244053,
8,J24,258031,
8,K01,577121,
8,K02,326490,
8,K03,119221,
8,K04,54152,
8,K05,232025,
8,K06,221770,
8,K07,267856,
8,K08,255117,
8,K09,229068,
8,K10,110889,
8,K11,51699,
8,K12,272624,
8,K13,221830,
8,K14,229221,
8,K15,231101,
8,K16,256558,
8,K17,285318,
8,K18,270977,
8,K19,248580,
8,K20,267844,
8,K21,258667,
8,K22,295253,
8,K23,320722,
8,K24,534212,
8,L01,385587,
8,L02,83421,
8,L03,252046,
8,L04,265539,
8,L05,254215,
8,L06,203527,
8,L07,229996,
8,L08,252877,
8,L09,202553,
8,L10,228959,
8,L11,107248,
8,L12,237970,
8,L13,38049,
8,L14,137570,
8,L15,298786,
8,L16,129944,
8,L17,280003,
8,L18,292124,
8,L19,262146,
8,L20,248897,
8,L21,226749,
8,L22,279389,
8,L23,202660,
8,L24,426557,
8,M01,388461,
8,M02,226682,
8,M03,97313,
8,M04,45614,
8,M05,223231,
8,M06,252022,
8,M07,242002,
8,M08,199902,
8,M09,222534,
8,M10,98305,
8,M11,56925,
8,M12,243957,
8,M13,235718,
8,M14,232706,
8,M15,266929,
8,M16,232626,
8,M17,246033,
8,M18,241446,
8,M19,214606,
8,M20,264340,
8,M21,229193,
8,M22,250326,
8,M23,306728,
8,M24,368107,
8,N01,409709,
8,N02,316172,
8,N03,221621,
8,N04,222359,
8,N05,212154,
8,N06,223197,
8,N07,227978,
8,N08,270098,
8,N09,251821,
8,N10,212831,
8,N11,265709,
8,N12,267951,
8,N13,167068,
8,N14,229517,
8,N15,221971,
8,N16,245856,
8,N17,241043,
8,N18,39848,
8,N19,224437,
8,N20,231010,
8,N21,199066,
8,N22,209046,
8,N23,325314,
8,N24,533773,
8,O01,444293,
8,O02,270804,
8,O03,273444,
8,O04,240578,
8,O05,317159,
8,O06,235541,
8,O07,218888,
8,O08,265651,
8,O09,230057,
8,O10,291063,
8,O11,282388,
8,O12,307762,
8,O13,279680,
8,O14,335066,
8,O15,287425,
8,O16,266330,
8,O17,281250,
8,O18,272667,
